name,gramsPerCup
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
Beef and broccoli,217.0
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
Szechuan beef,217.0
Hunan beef,217.0
"Beef chow mein or chop suey, no noodles",220.0
Kung Pao beef,162.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",217.0
"Beef and vegetables, Hawaiian style",252.0
Pepper steak,217.0
"Beef, ground, with egg and onion",190.0
Beef salad,182.0
"Beef taco filling: beef, cheese, tomato, taco sauce",204.0
Stir fried beef and vegetables in soy sauce,162.0
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",252.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",252.0
Seasoned shredded soup meat,133.0
"Beef stew with vegetables excluding potatoes, Puerto Rican style",195.0
"Corned beef with tomato sauce and onion, Puerto Rican style",235.0
"Beef steak with onions, Puerto Rican style",179.0
Cabbage with ham hocks,200.0
Ham or pork salad,182.0
Frankfurters or hot dogs and sauerkraut,147.0
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",162.0
Greens with ham or pork,144.0
"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",217.0
"Pork and vegetables, Hawaiian style",252.0
Pork and watercress with soy-based sauce,162.0
Kung Pao pork,162.0
"Moo Shu pork, without Chinese pancake",151.0
Pork and onions with soy-based sauce,256.0
Pork hash,190.0
"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",162.0
"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",162.0
"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",162.0
"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Pork chow mein or chop suey, no noodles",220.0
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",249.0
"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",249.0
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",249.0
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",249.0
"Sausage and peppers, no sauce",154.0
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",217.0
"Pork shish kabob with vegetables, excluding potatoes",154.0
"Pork chop stewed with vegetables, Puerto Rican style",235.0
"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",252.0
"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",241.0
"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",241.0
"Lamb shish kabob with vegetables, excluding potatoes",154.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",162.0
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",162.0
"Chicken or turkey shish kabob with vegetables, excluding potatoes",154.0
"Chicken or turkey creole, without rice",246.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",252.0
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",252.0
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",241.0
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",241.0
Chicken or turkey divan,236.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",249.0
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",249.0
General Tso chicken,146.0
Moo Goo Gai Pan,216.0
Kung pao chicken,162.0
Almond chicken,242.0
"Chicken or turkey chow mein or chop suey, no noodles",220.0
"Chicken or turkey salad, made with mayonnaise",226.0
Chicken or turkey salad with nuts and/or fruits,226.0
Chicken or turkey salad with egg,226.0
"Chicken or turkey salad, made with light mayonnaise",226.0
"Chicken or turkey salad, made with mayonnaise-type salad dressing",226.0
"Chicken or turkey salad, made with light mayonnaise-type salad dressing",226.0
"Chicken or turkey salad, made with creamy dressing",226.0
"Chicken or turkey salad, made with light creamy dressing",226.0
"Chicken or turkey salad, made with Italian dressing",226.0
"Chicken or turkey salad, made with light Italian dressing",226.0
"Chicken or turkey salad, made with any type of fat free dressing",226.0
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",90.0
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",90.0
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90.0
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90.0
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90.0
"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90.0
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",90.0
"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",90.0
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",90.0
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",249.0
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",249.0
"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",223.0
"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",223.0
Crab salad,208.0
Lobster salad,182.0
Salmon salad,208.0
"Shrimp chow mein or chop suey, no noodles",220.0
"Tuna salad, made with mayonnaise",238.0
"Tuna salad, made with light mayonnaise",238.0
"Tuna salad, made with mayonnaise-type salad dressing",238.0
"Tuna salad, made with light mayonnaise-type salad dressing",238.0
"Tuna salad, made with creamy dressing",238.0
"Tuna salad, made with light creamy dressing",238.0
"Tuna salad, made with Italian dressing",238.0
"Tuna salad, made with light Italian dressing",238.0
"Tuna salad, made with any type of fat free dressing",238.0
Shrimp salad,182.0
Seafood salad,208.0
Tuna salad with cheese,238.0
Tuna salad with egg,238.0
"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",95.0
"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",95.0
Crab salad made with imitation crab,208.0
"Fish, tofu, and vegetables, tempura",63.0
"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",95.0
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",95.0
"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",95.0
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",95.0
Lomi salmon,234.0
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",162.0
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",162.0
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Shrimp shish kabob with vegetables, excluding potatoes",154.0
"Shrimp creole, no rice",246.0
Kung Pao shrimp,162.0
"Tuna casserole with vegetables and mushroom sauce, no noodles",224.0
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",224.0
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",224.0
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",224.0
"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",224.0
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217.0
"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217.0
"Fish shish kabob with vegetables, excluding potatoes",154.0
"Lobster with sauce, Puerto Rican style",242.0
"Octopus salad, Puerto Rican style",180.0
"Codfish salad, Puerto Rican style, Serenata",145.0
"Chow mein or chop suey, NS as to type of meat, no noodles",220.0
"Julienne salad, meat, cheese, eggs, vegetables, no dressing",76.0
"Antipasto with ham, fish, cheese, vegetables",115.0
"Livers, chicken, chopped, with eggs and onion",208.0
"Liver, beef or calves, and onions",202.0
"Stewed chitterlings, Puerto Rican style",240.0
"Stewed gizzards, Puerto Rican style",260.0
"Gumbo, no rice",244.0
"Beef, broth, bouillon, or consomme",240.0
Oxtail soup,244.0
"Beef broth, without tomato, home recipe",240.0
"Meatball soup, home recipe, Mexican style",237.0
Pho,244.0
Pepperpot soup,241.0
"Menudo soup, home recipe",241.0
"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve",240.0
"Beef vegetable soup, home recipe, Mexican style",239.0
"Meat and corn hominy soup, home recipe, Mexican style",238.0
Italian Wedding Soup,244.0
"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",240.0
"Pork with vegetable excluding carrots, broccoli and/or dark-green leafy; soup, Asian Style",228.0
"Chicken or turkey broth, bouillon, or consomme",240.0
"Chicken or turkey broth, without tomato, home recipe",240.0
"Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve",240.0
"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",244.0
"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",240.0
Sweet and sour soup,244.0
"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",228.0
"Chicken or turkey corn soup with noodles, home recipe",251.0
"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",240.0
"Chicken or turkey vegetable soup, stew type",240.0
"Chicken or turkey vegetable soup with rice, stew type, chunky style",240.0
"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",240.0
"Chicken or turkey vegetable soup, home recipe",239.0
"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",242.0
"Chicken or turkey and corn hominy soup,  home recipe, Mexican style",238.0
Hot and sour soup,244.0
"Chicken or turkey soup with vegetables and fruit, Asian Style",234.0
"Chicken or turkey soup, cream of, NS as to prepared with milk or water",244.0
"Chicken or turkey soup, cream of, prepared with milk",248.0
Fish chowder,244.0
"Clam chowder, NS as to Manhattan or New England style",244.0
"Clam chowder, Manhattan",240.0
"Fish and vegetable soup, no potatoes, Mexican style",250.0
"Codfish, rice, and vegetable soup, Puerto Rican style",245.0
"Clam chowder, New England, NS as to prepared with water or milk",244.0
"Clam chowder, New England, prepared with milk",248.0
"Clam chowder, New England, prepared with water",244.0
"Clam chowder, New England, reduced sodium, canned or ready-to-serve",251.0
Lobster bisque,248.0
Lobster gumbo,244.0
"Shrimp soup, cream of, NS as to prepared with milk or water",244.0
"Shrimp soup, cream of, prepared with milk",248.0
Shrimp gumbo,244.0
"Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",244.0
"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",244.0
"Seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes",244.0
"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",244.0
"Meat broth, Puerto Rican style",240.0
"Gravy, poultry",240.0
"Gravy, beef",240.0
"Gravy, beef, fat free",240.0
"Gravy, poultry, fat free",240.0
"Gravy, made with soy sauce",240.0
"Gravy, NFS",240.0
"Egg, whole, raw",245.0
"Egg, whole, cooked, NS as to cooking method",135.0
"Egg, whole, boiled or poached",135.0
"Egg, whole, fried, NS as to fat",135.0
"Egg, whole, fried no added fat",135.0
"Egg, whole, fried with margarine",135.0
"Egg, whole, fried with oil",135.0
"Egg, whole, fried with butter",135.0
"Egg, whole, fried with animal fat or meat drippings",135.0
"Egg, whole, fried with cooking spray",135.0
"Egg, whole, fried, NS as to fat type",135.0
"Egg, whole, fried, from fast food / restaurant",135.0
"Egg, whole, baked, NS as to fat",135.0
"Egg, whole, baked, no added fat",135.0
"Egg, whole, baked, fat added",135.0
"Egg, white only, raw",245.0
"Egg, white, cooked, NS as to fat",135.0
"Egg, white, cooked, no added fat",135.0
"Egg, white, cooked, fat added",135.0
"Egg, yolk only, raw",245.0
"Egg, yolk only, cooked, NS as to fat",135.0
"Egg, yolk only, cooked, no added fat",135.0
"Egg, yolk only, cooked, fat added",135.0
"Duck egg, cooked",135.0
"Egg, creamed",135.0
"Egg salad, made with mayonnaise",222.0
"Egg salad, made with light mayonnaise",222.0
"Egg salad, made with mayonnaise-type salad dressing",222.0
"Egg salad, made with light mayonnaise-type salad dressing",222.0
"Egg salad, made with creamy dressing",222.0
"Egg salad, made with light creamy dressing",222.0
"Egg salad, made with Italian dressing",222.0
"Egg salad, made with light Italian dressing",222.0
"Egg Salad, made with any type of fat free dressing",222.0
Huevos rancheros,135.0
"Egg casserole with bread, cheese, milk and meat",164.0
"Egg foo yung, NFS",175.0
Chicken egg foo yung,175.0
Pork egg foo yung,175.0
Shrimp egg foo yung,175.0
Beef egg foo yung,175.0
"Egg omelet or scrambled egg, NS as to fat",135.0
"Egg omelet or scrambled egg, made with margarine",135.0
"Egg omelet or scrambled egg, made with oil",135.0
"Egg omelet or scrambled egg, made with butter",135.0
"Egg omelet or scrambled egg, made with animal fat or meat drippings",135.0
"Egg omelet or scrambled egg, made with cooking spray",135.0
"Egg omelet or scrambled egg, NS as to fat type",135.0
"Egg omelet or scrambled egg, no added fat",135.0
"Egg omelet or scrambled egg, from fast food / restaurant",135.0
"Egg omelet or scrambled egg, with cheese, made with margarine",135.0
"Egg omelet or scrambled egg, with cheese, made with oil",135.0
"Egg omelet or scrambled egg, with cheese, made with butter",135.0
"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",135.0
"Egg omelet or scrambled egg, with cheese, made with cooking spray",135.0
"Egg omelet or scrambled egg, with cheese, no added fat",135.0
"Egg omelet or scrambled egg, with meat, NS as to fat",135.0
"Egg omelet or scrambled egg, with meat, made with margarine",135.0
"Egg omelet or scrambled egg, with meat, made with oil",135.0
"Egg omelet or scrambled egg, with meat, made with butter",135.0
"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings",135.0
"Egg omelet or scrambled egg, with meat, made with cooking spray",135.0
"Egg omelet or scrambled egg, with meat, NS as to fat type",135.0
"Egg omelet or scrambled egg, with meat, no added fat",135.0
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese and meat, made with margarine",135.0
"Egg omelet or scrambled egg, with cheese and meat, made with oil",135.0
"Egg omelet or scrambled egg, with cheese and meat, made with butter",135.0
"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings",135.0
"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",135.0
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type",135.0
"Egg omelet or scrambled egg, with cheese and meat, no added fat",135.0
"Egg omelet or scrambled egg, with tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added",135.0
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with meat and tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",135.0
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",135.0
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",135.0
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",135.0
"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",135.0
"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",135.0
"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",135.0
Egg drop soup,244.0
"Egg white omelet, scrambled, or fried, NS as to fat",135.0
"Egg white omelet, scrambled, or fried, made with margarine",135.0
"Egg white omelet, scrambled, or fried, made with oil",135.0
"Egg white omelet, scrambled, or fried, made with butter",135.0
"Egg white omelet, scrambled, or fried, made with cooking spray",135.0
"Egg white omelet, scrambled, or fried, NS as to fat type",135.0
"Egg white omelet, scrambled, or fried, no added fat",135.0
"Egg white, omelet, scrambled, or fried, with cheese",135.0
"Egg white, omelet, scrambled, or fried, with meat",135.0
"Egg white, omelet, scrambled, or fried, with vegetables",135.0
"Egg white, omelet, scrambled, or fried, with cheese and meat",135.0
"Egg white, omelet, scrambled, or fried, with cheese and vegetables",135.0
"Egg white, omelet, scrambled, or fried, with meat and vegetables",135.0
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",135.0
"Egg substitute, omelet, scrambled, or fried, fat added",135.0
"Egg substitute, omelet, scrambled, or fried, no added fat",135.0
"Egg substitute, omelet, scrambled, or fried, with cheese",135.0
"Egg substitute, omelet, scrambled, or fried, with meat",135.0
"Egg substitute, omelet, scrambled, or fried, with vegetables",135.0
"Egg substitute, omelet, scrambled, or fried, with cheese and meat",135.0
"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables",135.0
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",135.0
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",135.0
"Beans, NFS",185.0
"Beans, from dried, NS as to type, fat added",185.0
"Beans, from dried, NS as to type, no added fat",180.0
"Beans, from canned, NS as to type, fat added",185.0
"Beans, from canned, NS as to type, no added fat",180.0
"Beans, from fast food / restaurant, NS as to type",260.0
"White beans, NFS",185.0
"White beans, from dried, fat added",185.0
"White beans, from dried, no added fat",180.0
"White beans, from canned, fat added",185.0
"White beans, from canned, no added fat",180.0
"White beans, from canned, reduced sodium",185.0
"Black beans, NFS",185.0
"Black beans, from dried, fat added",185.0
"Black beans, from dried, no added fat",180.0
"Black beans, from canned, fat added",185.0
"Black beans, from canned, no added fat",180.0
"Black beans, from canned, reduced sodium",185.0
"Black beans, from fast food / restaurant",260.0
Black beans with meat,260.0
"Fava beans, cooked",185.0
"Lima beans, NFS",185.0
"Lima beans, from dried",185.0
"Pink beans, cooked",185.0
"Pinto beans, NFS",185.0
"Pinto beans, from dried, fat added",185.0
"Pinto beans, from dried, no added fat",180.0
"Pinto beans, from canned, fat added",185.0
"Pinto beans, from canned, no added fat",180.0
"Pinto beans, from canned, reduced sodium",185.0
"Pinto beans, from fast food / restaurant",260.0
Pinto beans with meat,260.0
"Kidney beans, NFS",185.0
"Kidney beans, from dried, fat added",185.0
"Kidney beans, from dried, no added fat",180.0
"Kidney beans, from canned, fat added",185.0
"Kidney beans, from canned, no added fat",180.0
"Kidney beans, from canned, reduced sodium",185.0
"Kidney beans, from fast food / restaurant",260.0
Kidney beans with meat,260.0
"Peruvian beans, from dried",185.0
"Soybeans, cooked",185.0
"Mung beans, cooked",185.0
Baked beans,260.0
"Baked beans, vegetarian",260.0
Baked beans from fast food / restaurant,260.0
"Beans and tomatoes, no added fat",255.0
"Beans and tomatoes, fat added",260.0
Black bean salad,231.0
Refried beans,260.0
"Refried beans, from fast food / restaurant",260.0
Refried beans with meat,260.0
"Refried beans, from canned, reduced sodium",260.0
Beans and franks,260.0
Pork and beans,260.0
"Beans with meat, NS as to type",260.0
"Baked beans, reduced sodium",260.0
"Chili with beans, without meat",253.0
"Blackeyed peas, NFS",185.0
"Blackeyed peas, from dried",185.0
"Chickpeas, NFS",185.0
"Chickpeas, from dried, fat added",185.0
"Chickpeas, from dried, no added fat",180.0
"Chickpeas, from canned, fat added",185.0
"Chickpeas, from canned, no added fat",180.0
"Chickpeas, from canned, reduced sodium",185.0
"Split peas, from dried, no added fat",180.0
"Split peas, from dried, fat added",185.0
Wasabi peas,120.0
"Lentils, NFS",185.0
"Lentils, from dried, fat added",185.0
"Lentils, from dried, no added fat",180.0
"Lentils, from canned",185.0
Dal,240.0
Bean chips,30.0
"Sambar, vegetable stew",248.0
Lentil curry,240.0
Lentil curry with rice,200.0
Soy nuts,95.0
Soy chips,30.0
Soybean curd,248.0
"Edamame, cooked",160.0
Soybean curd cheese,225.0
Miso,275.0
Natto,176.0
"Yogurt, soy",245.0
"Vermicelli, made from soybeans",140.0
"Textured vegetable protein, dry",68.0
"Frozen dessert, non-dairy",165.0
"Bean soup, NFS",253.0
"Bean with bacon or ham soup, canned or ready-to-serve",253.0
"Black bean soup, home recipe, canned or ready-to-serve",247.0
"Soybean soup, miso broth",240.0
"Bean soup, home recipe",247.0
"Bean and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",249.0
"Bean and ham soup, home recipe",247.0
"Liquid from stewed kidney beans, Puerto Rican style",240.0
"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",253.0
Split pea and ham soup,253.0
Split pea soup,250.0
"Lentil soup, home recipe, canned, or ready-to-serve",248.0
"Chicken, meatless, NFS",168.0
"Chicken, meatless, breaded, fried",168.0
"Hot dog, vegetarian",140.0
"Meatball, meatless",144.0
"Veggie burger patty, no bun",125.0
"Swiss steak, with gravy, meatless",216.0
"Pot pie, no meat",200.0
"Vegetarian chili, made with meat substitute",254.0
"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",217.0
"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",217.0
Vegetarian stew,247.0
Vegetarian stroganoff,125.0
"Nuts, NFS",142.0
"Almonds, NFS",141.0
"Almonds, unroasted",141.0
"Almonds, salted",141.0
"Almonds, lightly salted",141.0
"Almonds, unsalted",141.0
"Almonds, flavored",141.0
"Almonds, honey roasted",141.0
Brazil nuts,133.0
"Cashews, NFS",130.0
"Cashews, unroasted",130.0
"Cashews, salted",130.0
"Cashews, lightly salted",130.0
"Cashews, unsalted",130.0
"Cashews, honey roasted",130.0
Chestnuts,143.0
"Coconut, fresh",85.0
"Coconut, packaged",85.0
Hazelnuts,135.0
Macadamia nuts,132.0
"Mixed nuts, NFS",142.0
"Mixed nuts, unroasted",142.0
"Mixed nuts, with peanuts, salted",142.0
"Mixed nuts, with peanuts, lightly salted",142.0
"Mixed nuts, with peanuts, unsalted",142.0
"Mixed nuts, without peanuts, salted",142.0
"Mixed nuts, without peanuts, unsalted",142.0
"Mixed nuts, honey roasted",142.0
"Peanuts, NFS",146.0
"Peanuts, boiled",146.0
"Peanuts, unroasted",146.0
"Peanuts, roasted, salted",146.0
"Peanuts, roasted, unsalted",146.0
"Peanuts, dry roasted, salted",146.0
"Peanuts, dry roasted, lightly salted",146.0
"Peanuts, dry roasted, unsalted",146.0
"Peanuts, honey roasted",146.0
"Pecans, NFS",100.0
"Pecans, unroasted",100.0
"Pecans, salted",100.0
"Pecans, unsalted",100.0
"Pecans, honey roasted",100.0
"Pistachio nuts, NFS",128.0
"Pistachio nuts, salted",128.0
"Pistachio nuts, lightly salted",128.0
"Pistachio nuts, unsalted",128.0
"Walnuts, excluding honey roasted",120.0
"Walnuts, honey roasted",120.0
Almond paste,227.0
"Gravy, vegetarian",240.0
"Yogurt, coconut milk",245.0
"Trail mix, NFS",140.0
Trail mix with nuts,140.0
Trail mix with nuts and fruit,140.0
Trail mix with chocolate,140.0
